week_ending,week_number,weekly_gross,avg_ticket_price,seats_in_theatre,performances,year,month,holiday_week,Tony_Award
2017-02-12,38,646652.5,87.56,1375,8,2017,February,0,0
2011-03-20,43,851822,79.25,1470,8,2011,March,0,0
2012-06-17,3,1238442,120.68,1612,8,2012,June,0,1
2018-09-02,14,2110602,156.4,1696,8,2018,September,0,0
2018-08-12,11,1580559.2,159.65,1225,8,2018,August,0,0
2018-12-30,31,1332384.95,115.2,1424,9,2018,December,1,0
2013-02-24,39,844357,98.36,1228,8,2013,February,0,0
2011-11-20,25,376376,94.38,583,8,2011,November,0,0
2014-09-07,15,918819,80.73,1605,8,2014,September,1,0
2013-10-27,22,230058,59.97,740,8,2013,October,0,0
2011-08-28,13,933424,104.14,1930,5,2011,August,0,0
2011-02-27,40,410061,73.21,1057,8,2011,February,0,0
2012-05-20,51,810744,97.23,1058,8,2012,May,0,0
2014-05-25,52,1198950,143.28,1046,8,2014,May,0,0
2013-12-15,29,824748,89.64,1751,8,2013,December,0,0
2011-04-10,46,844979,76.14,1615,8,2011,April,0,0
2019-09-29,18,1833703,136.12,1696,8,2019,September,0,0
2019-09-15,16,689306.17,83.41,1080,8,2019,September,0,0
2013-12-01,27,1220246,100.18,1605,8,2013,December,1,0
2014-12-07,28,1734478,198.18,1066,8,2014,December,0,0
2012-06-03,1,305997,79.46,906,8,2012,June,0,1
2016-04-24,48,690564.45,76.94,1545,8,2016,April,0,0
2013-09-29,18,1384216,119.02,1507,8,2013,September,0,0
2019-04-28,48,615457.5,82.93,1045,8,2019,April,0,0
2013-04-28,48,1213611,99.98,1507,8,2013,April,0,0
2016-05-29,1,1744424,127.33,1807,8,2016,May,0,0
2011-05-22,52,898590,80.87,1470,8,2011,May,0,0
2014-03-16,42,381020,68.39,1036,8,2014,March,0,0
2017-08-20,13,1207985,138.79,1066,8,2017,August,0,0
2011-05-22,52,736699,88.91,1071,8,2011,May,0,0
2010-06-13,3,1104126,89.53,1747,8,2010,June,0,1
2010-10-10,20,727346,74.98,1697,8,2010,October,0,0
2012-04-08,45,651208,87.14,1058,8,2012,April,0,0
2018-04-15,47,886900.4,95.37,1424,8,2018,April,0,0
2010-11-28,27,632324,123.62,804,7,2010,November,1,0
2019-03-03,40,3085519.5,286.94,1321,8,2019,March,0,0
2016-12-18,30,1121528.43,126.96,1138,8,2016,December,0,0
2017-02-19,39,880816.34,91.1,1605,8,2017,February,0,0
2016-10-02,19,1310768,97.53,1727,8,2016,October,0,0
2012-12-09,28,1058727,93.69,1708,8,2012,December,0,0
2012-03-25,43,1487000,169.9,1066,8,2012,March,0,0
2016-04-24,48,991893.41,96.37,1495,8,2016,April,0,0
2012-06-17,3,602558,99.12,1069,8,2012,June,0,1
2017-04-02,45,1025365.7,130.47,1045,8,2017,April,0,0
2014-03-23,43,1163417,101,1432,8,2014,March,0,0
2017-12-31,32,827889.92,136.73,696,9,2017,December,1,0
2019-02-03,36,934635.2,97.45,1380,8,2019,February,0,0
2019-06-23,4,1268953.92,158.7,984,8,2019,June,1,1
2017-07-16,8,661562.65,89.44,1080,8,2017,July,0,0
2010-11-14,25,608504,76.61,1448,8,2010,November,0,0
2013-03-03,40,902794,76.62,1708,8,2013,March,0,0
2016-01-10,33,981822.1,102.91,1428,8,2016,January,0,0
2012-12-16,29,810297,105.63,1612,8,2012,December,0,0
2014-12-07,28,805921,80.63,1751,8,2014,December,0,0
2015-07-12,7,533938,96.4,1007,7,2015,July,0,0
2015-11-01,23,405691,65.77,977,1,2015,November,0,0
2017-01-01,32,814554.9,97.99,1035,9,2017,January,1,0
2011-06-19,3,1734459,129.36,1677,8,2011,June,0,1
2017-09-10,16,292803.08,65.98,970,8,2017,September,0,0
2013-12-22,30,351984,98.43,583,7,2013,December,0,0
2011-04-10,46,332542,64.21,650,8,2011,April,0,0
2012-11-11,24,892540,104.28,1228,8,2012,November,0,0
2015-08-23,13,1241467,106.18,1679,8,2015,August,0,0
2014-04-06,45,753365,88.79,1516,8,2014,April,0,0
2016-02-14,38,595521.5,92.36,1228,8,2016,February,0,0
2010-05-23,52,1189588,93,1747,8,2010,May,0,0
2014-03-23,43,647289,87.6,1073,8,2014,March,0,0
2016-09-11,16,606533.38,79.71,1707,8,2016,September,0,0
2011-06-26,4,263123,60.98,1079,8,2011,June,1,1
2018-07-22,8,789647,107.67,1045,8,2018,July,0,0
2013-04-14,46,570078,78.53,1080,8,2013,April,0,0
2018-01-07,33,217787.6,57.77,650,8,2018,January,0,0
2019-12-29,31,656155.84,81.57,1073,8,2019,December,1,0
2016-10-16,21,591559.9,88.74,1035,8,2016,October,0,0
2013-06-23,4,916167,101.21,1228,8,2013,June,1,1
2013-11-24,26,181489,47.16,650,8,2013,November,1,0
2015-11-01,23,352583,59.52,1019,5,2015,November,0,0
2016-01-24,35,983150,94.76,1807,6,2016,January,0,0
2014-08-03,10,614092,80.98,1080,8,2014,August,0,0
2011-01-02,32,1344993,140.81,1424,7,2011,January,1,0
2014-01-12,33,371622,85.69,583,8,2014,January,0,0
2011-06-19,3,707750,89.49,1071,8,2011,June,0,1
2016-07-31,10,1711547,126.15,1727,8,2016,July,0,0
2010-04-04,45,788247,94.84,1080,8,2010,April,0,0
2012-01-29,35,210296,56.36,727,8,2012,January,0,0
2017-02-12,38,1142253.6,111.73,1679,5,2017,February,0,0
2015-06-07,2,1535301,111.36,1723,8,2015,June,0,1
2011-03-20,43,374038,72.15,650,8,2011,March,0,0
2015-12-13,29,497277,84.04,1080,8,2015,December,0,0
2012-01-01,31,1453172,113.72,1421,9,2012,January,1,0
2015-05-17,51,883247,81.34,1605,8,2015,May,0,0
2011-02-06,37,656967,72.23,1470,8,2011,February,0,0
2014-10-12,20,1092670,99.68,1432,8,2014,October,0,0
2015-04-19,47,860730,113.15,1383,8,2015,April,0,0
2012-07-08,6,732755,95.8,1439,8,2012,July,0,0
2010-06-06,2,712129,97.25,1611,8,2010,June,0,1
2019-12-22,30,819609.12,144.73,765,8,2019,December,0,0
2019-06-09,2,939459.4,110.52,1046,8,2019,June,0,1
2014-12-07,28,894223,126.23,893,8,2014,December,0,0
2019-04-14,46,457255.6,98.65,583,8,2019,April,0,0
2010-02-07,37,276875,57.04,772,8,2010,February,0,0
2013-04-21,47,1151759,94.97,1507,8,2013,April,0,0
2017-09-24,18,337497.9,83.95,617,8,2017,September,0,0
2014-06-22,4,1196533,144.86,1026,8,2014,June,1,1
2012-04-22,47,1804258,135.21,1677,8,2012,April,0,0
2016-06-05,2,960426.66,123.67,963,8,2016,June,0,1
2016-04-24,48,1325464.69,152.25,1066,8,2016,April,0,0
2014-05-04,49,864014,104.06,1073,8,2014,May,0,0
2015-11-29,27,1305329,126.67,1679,8,2015,November,1,0
2014-02-09,37,331915,68.55,650,8,2014,February,0,0
2012-05-13,50,1218638,101.02,1930,8,2012,May,0,0
2015-05-24,52,737596,85.97,1080,8,2015,May,0,0
2010-02-28,40,328121,64.31,1078,8,2010,February,0,0
2017-09-10,16,307598.5,67.25,854,8,2017,September,0,0
2013-03-10,41,817456,102.8,1228,8,2013,March,0,0
2015-01-18,34,747735,79.53,1605,8,2015,January,0,0
2017-05-14,51,943297,110.77,1168,8,2017,May,0,0
2012-08-12,11,396645,75.65,951,8,2012,August,0,0
2010-02-28,40,343596,73.7,1080,8,2010,February,0,0
2014-10-12,20,1739131,198.71,1066,8,2014,October,0,0
2014-07-13,7,536051,90.15,990,8,2014,July,0,0
2012-08-12,11,581473,73.37,1505,8,2012,August,0,0
2015-07-05,6,483592,79.21,907,8,2015,July,0,0
2019-08-18,12,600124,83.02,1080,8,2019,August,0,0
2013-08-04,10,786155,99.83,1059,8,2013,August,0,0
2018-07-15,7,582997.75,84.54,1044,8,2018,July,0,0
2017-04-23,48,1451254,167.81,1427,4,2017,April,0,0
2016-10-30,23,827448,87.71,1495,8,2016,October,0,0
2017-12-31,32,2410757.5,508.6,948,5,2017,December,1,0
2010-12-05,28,476229,93.16,997,8,2010,December,0,0
2010-12-19,30,269357,63.42,970,8,2010,December,0,0
2014-03-02,40,798680,113,1026,8,2014,March,0,0
2019-10-13,20,168097.15,40.84,585,5,2019,October,0,0
2017-11-12,25,1242747,142.86,1066,8,2017,November,0,0
2014-03-16,42,1861649,126.76,1883,8,2014,March,0,0
2012-08-12,11,991092,82.52,1605,8,2012,August,0,0
2019-03-17,42,681659.3,84.82,998,5,2019,March,0,0
2019-06-23,4,1992828,130.79,1926,8,2019,June,1,1
2019-01-13,33,1248296.2,127.43,1225,8,2019,January,0,0
2013-12-01,27,914762,115.62,1228,8,2013,December,1,0
2016-05-15,51,291496.94,75.62,802,8,2016,May,0,0
2019-03-24,43,1937089,125.88,1926,8,2019,March,0,0
2012-05-13,50,293894,76.73,906,8,2012,May,0,0
2011-01-02,32,2228235,153.97,1809,8,2011,January,1,0
2017-11-19,26,2318210,206.96,1446,8,2017,November,1,0
2010-03-14,42,363237,76.88,1058,8,2010,March,0,0
2011-11-27,26,1271961,112.37,1424,8,2011,November,1,0
2016-04-17,47,1013157,125.34,1047,8,2016,April,0,0
2011-11-20,25,597854,76.11,1519,8,2011,November,0,0
2016-06-26,5,998679.9,90.25,1605,8,2016,June,1,1
2011-07-24,8,688008,77.96,1470,8,2011,July,0,0
2013-12-29,31,2247240,174.02,1424,9,2013,December,1,0
2017-08-13,12,554455.5,85.42,1033,8,2017,August,0,0
2014-07-27,9,556537,119.58,682,7,2014,July,0,0
2018-04-01,45,3092152,202.55,1696,9,2018,April,0,0
2014-12-28,31,1239004,131.56,1228,8,2014,December,1,0
2014-07-06,6,801037,89.79,1311,8,2014,July,0,0
2010-06-20,4,501436,63.31,1412,8,2010,June,1,1
2011-01-23,35,466933,83.08,1057,8,2011,January,0,0
2019-08-25,13,449815.47,97.13,651,8,2019,August,0,0
2014-01-26,35,687813,83.28,1185,8,2014,January,0,0
2016-02-28,40,518383.6,79.18,1605,8,2016,February,0,0
2012-03-18,42,311170,69.4,735,8,2012,March,0,0
2015-12-06,28,1016279,111.01,1424,8,2015,December,0,0
2018-07-15,7,1332037,158.33,1069,8,2018,July,0,0
2019-10-06,19,1498490.8,137.15,1424,8,2019,October,0,0
2016-02-14,38,917438.55,104.78,1424,8,2016,February,0,0
2010-12-19,30,489532,75.6,1709,8,2010,December,0,0
2017-05-21,52,487062.8,95.3,650,8,2017,May,0,0
2016-04-17,47,414555.5,81.86,1014,8,2016,April,0,0
2010-05-02,49,279111,64.34,772,8,2010,May,0,0
2010-03-14,42,655285,73.71,1344,8,2010,March,0,0
2015-01-25,35,1500725,105.42,1809,8,2015,January,0,0
2017-10-15,21,934649.3,107.99,1143,8,2017,October,0,0
2015-09-27,18,1301184,107.94,1679,8,2015,September,0,0
2015-01-25,35,616535,111.47,696,8,2015,January,0,0
2010-04-25,48,565424,75.29,1050,8,2010,April,0,0
2014-08-10,11,350119,86.41,583,8,2014,August,0,0
2015-04-26,48,716593,59.56,1626,6,2015,April,0,0
2012-01-15,33,359460,59.47,1076,8,2012,January,0,0
2011-01-16,34,404096,81.52,790,8,2011,January,0,0
2017-09-10,16,2953869,274.7,1321,8,2017,September,0,0
2015-11-15,25,908831,101.86,1424,8,2015,November,0,0
2016-11-06,24,2227546.25,207.56,1321,8,2016,November,0,0
2018-01-14,34,862596.14,87.42,1605,8,2018,January,0,0
2017-12-10,29,1894095,131.24,1807,8,2017,December,0,0
2013-02-10,37,656660,104.02,1384,8,2013,February,0,0
2012-07-01,5,532791,95.81,1069,8,2012,July,1,0
2013-06-16,3,816487,87.31,1498,8,2013,June,0,1
2010-01-24,35,537078,66.42,1079,1,2010,January,0,0
2016-11-20,26,503822.9,84.39,911,8,2016,November,1,0
2012-04-29,48,1603228,183.18,1066,8,2012,April,0,0
2014-08-17,12,1497976,108.67,1723,8,2014,August,0,0
2013-05-26,52,1812800,207.13,1066,8,2013,May,0,0
2011-05-01,49,205534,53.21,1079,8,2011,May,0,0
2012-02-26,39,454568,89.66,761,8,2012,February,0,0
2013-04-21,47,833047,84.26,1498,8,2013,April,0,0
2018-12-02,27,2198618,162.06,1696,8,2018,December,1,0
2019-01-20,34,533335,84.43,1073,8,2019,January,0,0
2011-04-24,48,1911078,142.38,1677,8,2011,April,0,0
2017-05-21,52,915008.52,89.08,1737,8,2017,May,0,0
2013-06-02,1,612008,81.63,1439,8,2013,June,0,1
2012-09-02,14,529972,65.84,1334,8,2012,September,0,0
2016-06-05,2,1024700.21,94.88,1495,8,2016,June,0,1
2011-09-25,17,798122,73.13,1689,8,2011,September,0,0
2019-04-14,46,743685.2,96.27,998,8,2019,April,0,0
2010-08-22,13,966150,88.63,1747,8,2010,August,0,0
2013-08-11,11,489212,84.36,1063,8,2013,August,0,0
2013-04-28,48,877550,84.19,1498,8,2013,April,0,0
2016-09-04,15,677777.81,87.67,1018,8,2016,September,1,0
2016-10-09,20,2214118,205.87,1321,8,2016,October,0,0
2017-07-02,6,1112035.34,121.84,1143,8,2017,July,0,0
2018-06-03,1,889890.62,89.98,1523,8,2018,June,0,1
2017-02-12,38,1553274,115.72,1696,8,2017,February,0,0
2017-08-27,14,1273301.9,149.24,1046,8,2017,August,0,0
2012-12-16,29,393684,69.12,1004,8,2012,December,0,0
2018-02-11,38,400385.8,82.1,740,8,2018,February,0,0
2012-09-02,14,907978,102.09,1228,8,2012,September,0,0
2016-01-03,32,604833,93.37,977,8,2016,January,1,0
2010-01-10,33,794065,77.31,1615,8,2010,January,0,0
2013-12-08,28,531198,91.48,907,8,2013,December,0,0
2017-04-23,48,578106,81.38,1047,8,2017,April,0,0
2016-05-01,49,597188.05,82.4,1031,8,2016,May,0,0
2012-09-23,17,1495735,110.29,1809,8,2012,September,0,0
2010-05-30,1,898643,72.24,1797,8,2010,May,0,0
2013-04-28,48,713712,89.7,990,5,2013,April,0,0
2010-10-03,19,639895,94.06,931,8,2010,October,0,0
2019-11-17,25,958448.8,80.16,1684,8,2019,November,0,0
2012-11-25,26,194511,53.57,1484,8,2012,November,1,0
2019-04-07,45,866211.6,100.44,1380,8,2019,April,0,0
2010-11-21,26,498758,68.43,1344,8,2010,November,1,0
2011-07-10,6,1867819,129.06,1809,8,2011,July,0,0
2017-08-13,12,1039278.62,96.27,1523,8,2017,August,0,0
2018-06-10,2,994258.32,157.92,787,8,2018,June,0,1
2012-01-01,31,1077870,126.04,1069,8,2012,January,1,0
2012-05-20,51,935358,77.84,1605,8,2012,May,0,0
2017-04-30,49,714382,88.57,1375,8,2017,April,0,0
2014-11-30,27,992609,101.22,1409,8,2014,November,1,0
2011-06-05,1,213263,55.9,1079,8,2011,June,0,1
2015-04-05,45,1142590,152.24,1069,7,2015,April,0,0
2010-06-06,2,963853,110.79,1228,8,2010,June,0,1
2015-06-07,2,1478236,169.6,1066,8,2015,June,0,1
2015-09-06,15,1560536,120.78,1807,8,2015,September,1,0
2012-03-25,43,607370,68.41,1755,8,2012,March,0,0
2010-08-01,10,957458,80.87,1615,8,2010,August,0,0
2019-12-15,29,560854.76,109.61,1048,8,2019,December,0,0
2012-04-29,48,198432,38.31,1079,8,2012,April,0,0
2018-12-02,27,600000.9,99.95,1045,8,2018,December,1,0
2015-05-03,49,735660,78.01,1432,8,2015,May,0,0
2016-04-10,46,1813655,168.65,1321,8,2016,April,0,0
2011-03-13,42,1498910,116.48,1677,8,2011,March,0,0
2016-06-19,4,549237.2,77.64,1044,8,2016,June,1,1
2012-02-19,38,933549,79.28,1797,8,2012,February,0,0
2015-11-29,27,716314,109.24,1018,8,2015,November,1,0
2014-04-27,48,1117440,104.64,1605,8,2014,April,0,0
2012-11-25,26,1166784,137.22,1058,8,2012,November,1,0
2018-08-26,13,310523.5,65.1,854,8,2018,August,0,0
2012-11-18,25,437407,102.48,583,8,2012,November,0,0
2014-12-21,30,486341,90.3,1073,8,2014,December,0,0
2013-08-25,13,811958,90.81,1751,8,2013,August,0,0
2019-03-03,40,646203,111.78,1069,8,2019,March,0,0
2012-06-24,4,541602,67.25,1470,8,2012,June,1,1
2014-04-27,48,667125,87.57,1080,8,2014,April,0,0
2010-03-21,43,1055904,109.68,1228,8,2010,March,0,0
2011-01-02,32,697839,84.72,1030,8,2011,January,1,0
2017-09-03,15,752838,89.23,1424,8,2017,September,1,0
2013-06-09,2,931349,117.68,990,8,2013,June,0,1
2019-04-14,46,808510.3,105.44,1168,8,2019,April,0,0
2017-04-23,48,986768.3,91.39,1737,8,2017,April,0,0
2011-11-20,25,1468189,152.92,1176,8,2011,November,0,0
2019-08-04,10,956611,156.69,1504,5,2019,August,0,0
2015-04-26,48,995903,88.16,1432,8,2015,April,0,0
2015-08-16,12,1459314,136.31,1321,8,2015,August,0,0
2012-05-13,50,937635,107.97,1228,8,2012,May,0,0
2010-08-01,10,628794,81.82,1041,8,2010,August,0,0
2019-08-04,10,1482201.04,131.17,1424,8,2019,August,0,0
2010-06-06,2,1024317,116.72,1079,8,2010,June,0,1
2016-01-31,36,229777.8,58.93,650,8,2016,January,0,0
2013-09-01,14,210053,44.47,928,8,2013,September,0,0
2010-03-28,44,1196092,105.83,1421,8,2010,March,0,0
2018-07-15,7,341040,65.05,854,8,2018,July,0,0
2019-01-20,34,1541088.81,131.85,1435,8,2019,January,0,0
2015-08-23,13,511816,81.2,907,8,2015,August,0,0
2013-08-11,11,728309,84.61,1080,8,2013,August,0,0
2016-06-12,3,360866.5,74.47,1018,8,2016,June,0,1
2018-01-14,34,1941493,143.17,1696,8,2018,January,0,0
2012-01-01,31,456036,50.9,1076,9,2012,January,1,0
2016-11-06,24,657990.9,120.87,778,8,2016,November,0,0
2015-07-12,7,614775,95.71,1228,8,2015,July,0,0
2010-12-19,30,438142,81.62,931,8,2010,December,0,0
2017-04-23,48,1164023.47,104.23,1523,8,2017,April,0,0
2015-05-17,51,730105,87.78,1166,8,2015,May,0,0
2010-05-16,51,292793,65.37,1078,8,2010,May,0,0
2012-04-15,46,736958,84.35,1424,7,2012,April,0,0
2016-07-10,7,504918.8,82.33,1080,8,2016,July,0,0
2017-10-29,23,1524660,110.68,1807,8,2017,October,0,0
2010-07-18,8,603601,77.16,1041,8,2010,July,0,0
2011-04-24,48,1146401,100.83,1421,8,2011,April,0,0
2015-03-29,44,371576,74.02,1150,8,2015,March,0,0
2017-12-31,32,236201.5,60.61,650,7,2017,December,1,0
2010-08-08,11,439631,83,1214,8,2010,August,0,0
2018-11-11,24,2943951,274.24,1321,8,2018,November,0,0
2016-07-24,9,761232,92.14,1626,8,2016,July,0,0
2016-03-06,41,822324,114.56,1026,8,2016,March,0,0
2015-01-18,34,476709,75.27,1166,8,2015,January,0,0
2017-11-26,27,1950120.78,243.98,984,8,2017,November,1,0
2018-02-04,37,1176503,88,1727,8,2018,February,0,0
2016-11-27,27,881609.1,121.84,1026,8,2016,November,1,0
2018-11-04,23,746074.92,92.02,1143,8,2018,November,0,0
2017-11-19,26,788656.82,93.48,1523,8,2017,November,1,0
2012-04-08,45,216849,64.85,761,8,2012,April,0,0
2019-11-10,24,661265.8,84.93,1080,8,2019,November,0,0
2013-02-03,36,367947,89.44,583,8,2013,February,0,0
2010-05-02,49,787660,90.44,1079,8,2010,May,0,0
2017-10-29,23,217558,51.29,617,8,2017,October,0,0
2012-03-18,42,499054,61.01,1058,1,2012,March,0,0
2012-11-25,26,1499879,116.28,1708,8,2012,November,1,0
2010-06-06,2,507018,75.37,1030,8,2010,June,0,1
2019-08-18,12,1340243,103.29,1622,8,2019,August,0,0
2016-02-14,38,768882.5,87.62,1504,8,2016,February,0,0
2012-05-20,51,783797,76.48,1797,8,2012,May,0,0
2012-04-08,45,881291,108.45,1069,8,2012,April,0,0
2018-01-07,33,1032519.4,128.53,1143,7,2018,January,0,0
2012-01-08,32,1118453,98.4,1421,8,2012,January,1,0
2014-11-09,24,209004,56.15,650,8,2014,November,0,0
2014-01-05,32,1026769,132.21,990,8,2014,January,1,0
2017-10-08,20,1006950,124.01,1026,8,2017,October,0,0
2010-07-11,7,768278,82.27,1709,8,2010,July,0,0
2019-07-14,7,444803.3,87.05,891,8,2019,July,0,0
2017-02-12,38,961038.39,116.43,1138,8,2017,February,0,0
2013-05-12,50,206469,56.18,740,8,2013,May,0,0
2013-06-02,1,195459,53.11,1113,8,2013,June,0,1
2010-03-14,42,781329,73.62,1615,8,2010,March,0,0
2012-06-03,1,1781682,132.76,1677,8,2012,June,0,1
2015-06-21,4,849330,109.31,1073,8,2015,June,1,1
2019-07-07,6,242210.5,105.4,583,4,2019,July,0,0
2012-12-30,31,1396734,128.79,1195,9,2012,December,1,0
2019-06-30,5,504889.5,89.61,740,8,2019,June,1,1
2014-05-18,51,925374,91.89,1630,8,2014,May,0,0
2011-06-12,2,919440,107.49,1069,8,2011,June,0,1
2016-04-03,45,1148699.16,107.3,1605,8,2016,April,0,0
2013-04-28,48,1864611,137.46,1700,8,2013,April,0,0
2012-09-23,17,1045494,103.95,1612,8,2012,September,0,0
2011-12-25,30,471323,81.7,1755,7,2011,December,0,0
2015-05-10,50,583967,78.33,1409,8,2015,May,0,0
2015-01-04,32,819461,93.33,1679,7,2015,January,1,0
2019-01-13,33,1187766.5,91.54,1727,8,2019,January,0,0
2018-06-24,4,1578400.75,159.43,1225,8,2018,June,1,1
2014-08-24,13,315426,86.04,583,8,2014,August,0,0
2012-07-08,6,534720,85.36,1069,8,2012,July,0,0
2016-05-22,52,735484.54,76.26,1432,8,2016,May,0,0
2011-08-14,11,990590,115.83,1069,8,2011,August,0,0
2016-05-15,51,304078.1,75.25,650,8,2016,May,0,0
2019-12-08,28,959340.34,93.91,1605,8,2019,December,0,0
2010-12-12,29,502042,92.41,997,8,2010,December,0,0
2014-07-27,9,991495,97.02,1507,8,2014,July,0,0
2019-06-02,1,542335,97.88,1019,8,2019,June,0,1
2017-05-14,51,1089680.4,119.56,1143,8,2017,May,0,0
2011-03-27,44,624456,82.12,1066,4,2011,March,0,0
2015-10-18,21,214045,70.9,772,8,2015,October,0,0
2015-08-09,11,1605195,163.18,1066,9,2015,August,0,0
2011-02-06,37,470138,78.07,1057,8,2011,February,0,0
2016-06-19,4,696522.5,87.32,1679,8,2016,June,1,1
2017-09-24,18,735786.35,96.95,1044,8,2017,September,0,0
2014-06-08,2,715475,98.82,1228,8,2014,June,0,1
2017-06-25,5,794601.38,114.55,1026,8,2017,June,1,1
2017-03-26,44,803585.7,91.8,1424,8,2017,March,0,0
2014-05-25,52,982475,136.27,1007,7,2014,May,0,0
2017-08-13,12,1054473.3,91.61,1626,8,2017,August,0,0
2012-07-01,5,1039207,122.45,1058,8,2012,July,1,0
2012-10-28,22,1657271,116.93,1809,8,2012,October,0,0
2017-04-02,45,1161880.7,101.12,1523,8,2017,April,0,0
2019-05-19,51,627990.45,80.85,1045,8,2019,May,0,0
2012-01-29,35,491987,95.4,761,8,2012,January,0,0
2015-09-27,18,624478,77.61,1432,8,2015,September,0,0
2016-10-02,19,654267.25,74.14,1432,8,2016,October,0,0
2012-11-18,25,310496,57.85,1038,8,2012,November,0,0
2017-05-28,1,837093.4,83.86,1737,8,2017,May,0,0
2018-02-11,38,589711.05,82.52,1424,8,2018,February,0,0
2010-05-23,52,609081,77.25,1030,8,2010,May,0,0
2019-09-08,15,625431,85.91,973,8,2019,September,1,0
2015-10-18,21,1497673,171.42,1066,8,2015,October,0,0
2016-06-26,5,712836.5,87.59,1423,8,2016,June,1,1
2017-04-30,49,1926741,142.69,1696,8,2017,April,0,0
2013-04-28,48,444469,73.65,1071,8,2013,April,0,0
2012-04-15,46,836504,102.51,1063,8,2012,April,0,0
2015-06-21,4,1154506,139.7,1047,8,2015,June,1,1
2010-07-18,8,937474,80.51,1615,8,2010,July,0,0
2019-09-01,14,1126495.25,130.87,1047,8,2019,September,0,0
2012-03-04,40,227360,57.63,650,8,2012,March,0,0
2013-05-05,49,1103030,96.29,1432,8,2013,May,0,0
2010-11-28,27,277567,74.3,790,8,2010,November,1,0
2011-07-10,6,749666,104.7,1424,5,2011,July,0,0
2016-08-21,13,374431.64,74.83,740,8,2016,August,0,0
2019-01-13,33,755706,82.59,1738,8,2019,January,0,0
2010-05-02,49,1510925,105.09,1809,8,2010,May,0,0
2014-11-02,23,444182,80.86,1080,8,2014,November,0,0
2017-10-22,22,952881.1,110.07,1143,8,2017,October,0,0
2019-06-09,2,821713.4,84.16,1493,8,2019,June,0,1
2017-11-05,24,698801,84.48,1496,8,2017,November,0,0
2015-12-13,29,284988,51.4,1071,8,2015,December,0,0
2017-01-15,34,1030574,128.81,1053,8,2017,January,0,0
2010-05-09,50,132749,51.2,589,8,2010,May,0,0
2016-05-29,1,985655.84,125.85,963,8,2016,May,0,0
2017-02-12,38,506158.14,81.84,1080,8,2017,February,0,0
2018-10-14,20,366680.1,83.95,736,8,2018,October,0,0
2018-06-03,1,410724.7,87.95,727,8,2018,June,0,1
2014-03-16,42,476374,74.22,1019,8,2014,March,0,0
2013-06-09,2,1868936,138.31,1700,8,2013,June,0,1
2016-12-18,30,733384.5,93.94,998,8,2016,December,0,0
2013-01-27,35,1493804,105.32,1809,8,2013,January,0,0
2013-11-03,23,836302,81.1,1605,8,2013,November,0,0
2016-07-31,10,947201.95,87.43,1409,8,2016,July,0,0
2016-07-24,9,643523,76.94,1679,8,2016,July,0,0
2015-02-15,38,635303,112.32,1007,7,2015,February,0,0
2011-02-06,37,343159,69.59,1080,8,2011,February,0,0
2014-06-22,4,753329,108.28,893,8,2014,June,1,1
2017-05-28,1,911810.5,107.66,1168,8,2017,May,0,0
2014-11-23,26,475879,87.46,740,8,2014,November,1,0
2014-08-24,13,1512983,109.82,1723,8,2014,August,0,0
2019-06-23,4,397578,98.41,637,8,2019,June,1,1
2012-02-26,39,684434,68.44,1470,8,2012,February,0,0
2013-02-03,36,256120,59.19,740,8,2013,February,0,0
2018-09-30,18,1458927.85,182.64,984,8,2018,September,0,0
2014-05-11,50,310326,83.85,583,8,2014,May,0,0
2018-07-01,5,2331687,171.84,1696,8,2018,July,1,0
2019-06-16,3,411474.6,100.98,637,8,2019,June,0,1
2019-11-24,26,1666008,144.91,1435,8,2019,November,1,0
2019-06-09,2,2315941,170.77,1696,8,2019,June,0,1
2012-10-21,21,633900,125,1759,3,2012,October,0,0
